lemma,definition
سَلِيق,المسلوق.
تَلَّة,واحدة التَّل لما ارتفع من الأرض.
تِجَار,جمع للاسم تَاجِر
سُلْكَى,الأَمْر المستقيم.
نَفَّاثَة,طائرةٌ سريعةٌ تعتمد في طيرانها على نفث الهواء.
بُشُوت,جمع للاسم بِشْت
مِئْخَار,الكثير التَّأَخُّر.
أَرْوَق,من أَشرفت ثَنَايَاه العُلْيَا على السُّفلى.
قَرْعَاء,مؤنَّث الأَقرع.
مِسْبَكَة,ما يسبَك فيه المعدن.
ظَلْمَة,من اللَّيَالِي: الشَّدِيدة الظُّلْمة
أُنْس,حديث النِّسَاء ومغازلتهن.
وَطْوَاطَة,التي تُقَارِبُ كلامَها.
رَسُوب,السَّيْف الماضي يغيب في الضَّريبة.
أَوْطَاب,جمع للاسم وَطْب
سَيْل,الماء الكثير السَّائِل.
أَدْعَام,جمع للاسم دَعْم
مَنْهَى,ما يُنْهَى عنه من الأُمور.
مَجَاوِب,جمع للاسم مِجْوَب
قَثِيثَة,الجَمَاعَة من النَّاس.
دَعْقَة,الجَمَاعَة من الإِبل.
عُنْظَاب,الجَرادُ الضَّخم الأَصفر.
رُكْحَة,السَّاحة والفِناء.
بَعَد,مصدر لفعل بَعِد
رَادِفَة,النَّفخة الثَّانية في الصُّور يَوْم القِيَامَة.
وَذِيَّة,الحقيرة.
مِخْبَرَة,في علم الفيزيقا: أَداةٌ تتركَّب من مُوصِّل عَلَى شكل قُرص صغير، وله يَدٌ عازلةٌ تُستخدمُ في اختبار الشِّحْنات الكهربائية.
قُوَّام,جمع للاسم قَائِم
تَنَائِف,جمع للاسم تَنُوفَة
حَنْظَل,نبتٌ معمّر مفْترشٌ من الفَصِيلة القرعية، منبسط مَدَّاد ذو جَذْرٍ متعمّق في الأرض، زهره أصفر، وثمرته في حجم البرتقالة ولونها، فيها لُبٌّ شديدُ المرارة وهو مُسْهِلٌ شديد.
زِرَايَة,مصدر لفعل زَرَى
رُهَكَة,الضَّعيف لا خَيْر فيه.
ظَلُوم,الكثير الظُّلم، كالظَّلاَّم.
جَذْع,مصدر لفعل جَذَع
رَسَح,مصدر لفعل رَسِح
مُشَبَّك,نوعٌ من الحلوى، على هَيْئَة أَنابيب متشابكة.
دَبَائِر,جمع للاسم دَبُور
سَوَاعِد,جمع للاسم سَاعِد
مَهْجَر,المكانُ يُهاجَرُ إِليه أَو منْهُ.
مَرَاوِب,جمع للاسم مِرْوَب
أَبَيَان,صفة مشبهة لفعل أَبِيَ
هَوَش,مصدر لفعل هَوِش
هَتْش,مصدر لفعل هَتَش
بَرْض,البُرَاض: القليل.
قُنَادِل,العَظِيم الرَّأْس.
زَيْت,دُهْنُ الزَّيتون، ويطلق على دُهن غيره مقيدًا بالإِضافة وغيرها.
آهِبَة,جمع للاسم إهَاب
أَوْتِنَة,جمع للاسم وَتِين
مُرْتَزِقَة,وهم أَصحاب الجِرايات والرَّواتب المقدَّرة.
عَرْمَاء,صفة مشبهة لفعل عَرِم
عُكْوَة,ثُقْبةٌ في ذقن الصَّبيِّ الصَّغِير.
هَشْر,خِفَّةُ الشَّيْءِ ورِقَّتُه.
جَحْمَاء,صفة مشبهة لفعل جَحِم
وَهَافَة,مصدر لفعل وَهَف
مِدْفَع,من الرِّجَال: الشَّدِيد الدَّفع.
أَدْعِيَاء,جمع للاسم دَعِيّ
طُبْنَة,صَوْت الطُّنبور.
شُطُر,جمع للاسم شَطِير
وِشَاء,جمع للاسم وَشْي
رَجْزَاء,صفة مشبهة لفعل رَجِز
خَرَانِق,جمع للاسم خِرْنِق
أُسْكُفَّة,عتبة الباب.
هَرَج,مصدر لفعل هَرِج
عَوَانٍ,جمع للاسم عَانِيَة
أَزَاهِير,جمع للاسم زَهْر
حِيَر,الكثير من الأَهل والمال.
مَذَّاء,مبالغة للفعل مَذَى
غَوْغَاء,الجراد حين يَخِفُّ للطيران.
مِعْضَد,حديدةٌ تُجْذَبُ بها فروعُ الشَّجَر وتمالُ وتُكْسَر.
ذَقِنَة,صفة مشبهة لفعل دُخِلَ
وَطَنِيَّة,نِسبة إِلى الوَطَن.
أُزِيّ,مصدر لفعل أَزَى
حَصَب,صغارُ الحجارة والحَصى.
إِصَد,جمع للاسم إِصْدَة
سَفِيّ,صفة مشبهة لفعل سَفَى
رَعِيف,السَّحَاب يكون في مُقَدَّم السَّحَابة.
زَرْم,مصدر لفعل زَرَم
هِجْرَة,الخُروج من أَرض إِلى أُخرى.
بَذِر,صفة مشبهة لفعل بَذِر
غَصَّان,صفة مشبهة لفعل غَصّ
نَيْب,مصدر لفعل نَاب
خِلاَع,جمع للاسم خَلْع
عَاصِف,صفة مشبهة لفعل عَصَف
خِطَّة,ما يختطُّه الإِنْسَانُ لنفْسه من الأَرْض ونحوها.
فَاكّ,من الرِّجَال: الشَّديد الحُمق.
خَنَّبُوس,الحجر القدَّاح.
يَمَانِيّ,المنسوب إِلى اليَمَن.
وَحْنَة,الطِّين المُزْلِق.
ثَمَائِغ,جمع للاسم ثَمِيْغَة
نُمُوّ,مصدر لفعل نَمَا
سُمْرَة,لونٌ بين السَّوَاد والبياض.
سَمَال,الدُّودُ في الماء النَّاقع، أَي المجتمع.
عَجَايَا,جمع للاسم عَجِيَّة
سِرَاط,الطَّرِيق الواضح.
لُيُوث,جمع للاسم لَيْث
فِكْرَيَات,جمع للاسم فِكْرَى
لاَطِئَة,الشَّجَّةُ الَّتِي تبلغُ السِّمحاق، وهو القشرة الرَّقيقة فوق عظم الرَّأْس.
مُسْتَوْهِر,السَّادِر من وَهَج الشَّمْس.
مِغْلَج,مبالغة للفعل غَلَج
نَكِر,صفة مشبهة لفعل نَكِر
شَغًى,مصدر لفعل شَغِي
سَؤُوم,من يبلغ منه السَّأَم مبلغاً.
مِعْزَقَة,ما يُعْزَق به الحقل من فأْس ونحوها.
كَوْب,مصدر لفعل كَاب
سِكِّيّ,المنسوب إِلى السِّكَّة.
مِكْتَلَة,زِنبيلٌ يُعْمَلُ من الخُوص يُحمَل فيه التَّمر وغيره.
لَهُوج,مبالغة للفعل لَهِج
جُبْس,جمع للاسم أَجْبَس
شَسَع,مصدر لفعل شَسِع
حَابِس,شبهُ حوضٍ يُجْمَعُ فيه الماءُ.
زَلاَّقَة,الموضع الذي لا تثبتُ عليه قدمٌ لملاسَتِه.
وَعِل,تَيْسُ الجَبَل، أَي: ذَكَرُ الأَرْوَى، وهو جنسٌ من المعْز الجَبَليَّة، له قرنان قويّان منحنيان كَسَيْفَين أَحْدَبين.
جُزُوع,مصدر لفعل جَزِع
قَامِيَة,من النِّسَاء: الذَّليلة في نفسها.
أَوْرِدَة,جمع للاسم وَرِيد
حُنْبُل,اللُّوبِيَاء.
ضَغْو,مصدر لفعل ضَغَا
جَوّ,الفَضَاءُ بين السَّمَاء والأَرْض.
دِرَام,جمع للاسم دَرِيم
كُرْسُفِيّ,نوعٌ من العَسَل كأَنَّه القُطْن لبياضه.
مِحْجَم,أَداة الحَجْم.
مُوَدَّأَة,حُفرةُ الميت.
جَعَاشِيم,جمع للاسم جُعْشُم
سَابِحَات,السُّفن.
وَخَامَى,جمع للاسم وَخِيم
كُنْطَة,الضَّيق.
عَدَانَة,الجَماعة والفِرْقَة.
ثُوَيْنَى,الدَّقِيق ونحوه يُفْرش تحت العجين إِذا أعِدّ للخبز.
رَبَذ,مصدر لفعل رَبِذ
أَسَامِيع,جمع للاسم سَمْع
نَامُوس,صَاحب سرِّ الرَّجُل، والذي يطلعه دُون غيرِه على باطن أَمره.
دَنَانِير,جمع للاسم دِينار
الدَّاعِي,من اللَّبَن: البقية في الضَّرع.
مِقْرَاص,السِّكّين المُعَقْرَبُ الرَّأْس.
مُجَاعَة,فُضَالة المَجيع.
ذَرّ,النَّسْل.
جِدَة,الغِنى واليَسَار والسَّعَة.
زِحَاف,عِنْد العروضيين: تغيير يَلْحَق ثاني السَّبَب الخفيف أَو الثَّقيل.
جُنْجُون,الجِنْجِن: عَظم الصَّدْر.
مَقَارِيض,جمع للاسم مِقْرَاض
تَذْيِيل,لَحَق الكِتَاب.
حَتِيّ,ما حُتَّ من الدَّوْم.
ثَعُول,من الجيوش: الكبير الحشو والأَتباع.
بَوْغَاء,التُّراب عامّة.
رَدْه,مصدر لفعل رَدَه
عَبْلَة,من النِّسَاء: التَّامة الخَلْق.
أَذْنِبَة,جمع للاسم ذِنَاب
مُؤْق,طَرَفُ العَيْن ممَّا يلي الأَنْفَ، وهو مجرى الدَّمْع.
قَمَاقِم,جمع للاسم قُمْقُم
أَحَالِيب,جمع للاسم إِحْلاَبَة
مَقْبُرَة,مجتمع القُبور.
رُخُوفَة,مصدر لفعل رَخُف
بَهْدَلَة,أَصل الثَّدْي.
غَيُور,مبالغة للفعل غَار
سِبَاق,القَيْد.
مَبْشُورَة,من النِّسَاء: المُبْشَرة.
مَصَافِق,جمع للاسم مَصْفَق
بَثْر,خُرَاج  صغار. واحدتُهُ بِتَاء.
أَقْرِحَة,جمع للاسم قَرَاح
نَحَّار,مبالغة في النَّاحِر.
وُتُوحَة,مصدر لفعل وَتُح
عَدَاوَة,اسمٌ من المعاداة.
مُصَدَّر,القوي الصَّدْر الشَّديده.
صُخُور,جمع للاسم صَخْرَة
تَهَائِم,جمع للاسم تِهَامَة
نَجِيَّة,المُناجيَة.
عَدِيلَة,مؤنَّث عَدِيل: المِثْل والنَّظِير.
وَلَج,جمع للاسم وَلَجَة
لِهْيَان,مصدر لفعل لَهَا
أَسِيّ,صفة مشبهة لفعل أَسِيَ
دَقِيقِيّ,بائع الدَّقيق.
قَلَمَة,جمع للاسم قَالِم
إِقْطَاع,كلُّ نظام يمكِّن المالكَ من أَن يتحكم في الأَرْض ومن فيها من النَّاس.
تَرِيج,القويّ الأَعصاب.
مِخْشَف,الدَّليل الماضي.
مَفَارِخ,مواضع الاستفراخ. واحدها: مَفْرَخ، ومَفْرَخَة.
خَرِيق,المُنْخَفِض من الأَرْض وفيه نباتٌ بين أَرْضَيْنِ لا نبات فيهما.
خَرَادِيل,جمع للاسم خُرْدُولَة
خِرَب,جمع للاسم خِرْبَة
شَبَّة,الشَّابَّة. كضرَّة وضرائر.
قَالِب,ما تُفْرَغ فيه المعادنُ وغيرها ليكون مثالاً لما يُصاغ منها.
دَمْك,مصدر لفعل دَمَك
إِذْوَابَة,الزُبْدُ يُذَابُ ليطبخ سمنًا، فلا يزال ذلك اسمَه حتى يحفظ في وعائه.
كِيَرَة,جمع للاسم كِير
وَلْخ,مصدر لفعل وَلَخ
اجْتِهَاد,في الاصطلاح الفقهي: استفراغُ الفَقيه الوُسْعَ ليحْصُلَ له ظنٌّ بحكمٍ شرعيّ.
مَحَاصِن,جمع للاسم مِحْصَن
نَفِيط,مَن كان في يده نَفْطٌ.
فَائِل,اللَّحْم الذي تراه على نُقْرَةِ الوَرِك.
قَنَف,مصدر لفعل قَنِف
زَمْزَم,من المياه: الكثير.
أَدَاعِيّ,جمع للاسم أُدْعُوَّة
رُشْم,جمع للاسم أَرْشَم
نَوَدَان,مصدر لفعل نَاد
قِطْفَة,من السُّطَّاح: وهي بقلةٌ رِبعيَّة تسلنْطِحُ وتطول، ولها شوكٌ كالحَسَك، وجوفُها أَحمر، وورقُها أَغبر.
تَهْوِيد,هَدْهَدَةُ الرِّيح في الرَّمْل ولينُ صَوْتِهَا فيه.
الْتِحَام,في علم الأَحياء: اتحاد أَعضاءٍ ليست من نوعٍ واحد، وخاصَّة في الزَّهْرَة، كاتحاد البِتَلاَّت بالأَسْدِية، كما في أَزهار الفَصِيلة الباذنجانية.
وَهْل,مصدر لفعل وَهَل
مِنْسَاح,شيءٌ يُنْسَح به التُّرَاب.
وَجِعَة,صفة مشبهة لفعل وَجِع
حَصَائِل,جمع للاسم حُصَالَة
خُرْطُوم,الأَنْف.
سُلاَفَة,أَفضل الخَمْر وأَخلصُها.
خُثَث,جمع للاسم خُثَّة
بِدَاد,النَّصِيبُ مِنْ كُلِّ شَيْءٍ.
سَلِف,للرَّجُل: زَوج أُختِ امرأَتِه. وهما سِلْفان.
مَحَاضِئ,جمع للاسم مِحْضَأ
شَيْب,بياض الشَّعْر، وربما سمي الشَّعْرُ نفسُه شَيْبًا.
هُوْق,جمع للاسم هَوْقَة
سُلَف,فرخُ الحَجَل.
كَلْبَة,أُنثى الكَلْب.
اسْتِيدَاع,إِعفاء الضَّابط أَو الوظف من العَمَل قبل سنِّ المعاش.
عَبْدِيَّة,حالة العَبْدِ وصِفَتُه.
قَهْقَر,جمع للاسم قَهْقَرَة
قِدْو,الأَصل تَتَشَعَّبُ منه الفُروع.
أَعْسَر,الذي يعمل بكلتا يديه.
رُسُل,الجارية الصَّغِيرَة الَّتِي لا تختَمْر.
صَيْح,مصدر لفعل صَاحَ
مَقَاطِم,جمع للاسم مِقْطَم
نِطَارَة,مصدر لفعل نَطَر
